Model,Scenario,Region,ESP Slug,Unit of entry,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM,Paris_plus,Brazil,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,173.9881804,233.0045828,274.9253464,295.8196776,324.9133761,356.2182182,385.5652057,427.8296337,487.0687947,544.3439621,577.5680863
GCAM,Paris_plus,Brazil,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,29.0152916,39.0936979,127.9059922,116.289924,76.7560358,36.63497567,-37.54576445,-129.4740943,-197.8788904,-246.4898481,-249.9399892
GCAM,Paris_plus,Brazil,Emissions|CO2|Land Use,Mt CO2/yr,547.8375368,939.4265236,433.6531995,-229.2950968,674.2951233,422.7000136,149.6989541,8.395987391,35.96677512,-0.091054634,73.79138969
GCAM,Paris_plus,Brazil,Emissions|BC,Mt BC/yr,0.477593326,0.513298662,0.493768628,0.453533692,0.423597582,0.393854419,0.368706398,0.346257079,0.328359739,0.314770733,0.303515231
GCAM,Paris_plus,Brazil,Emissions|CH4,Mt CH4/yr,23.46430137,21.68205536,22.2613376,22.52052264,23.48214758,24.13491802,23.8328292,23.48951017,23.14223481,22.73811029,22.06935109
GCAM,Paris_plus,Brazil,Emissions|CO,Mt CO/yr,101.8779691,62.48906587,60.16122967,58.00125074,58.2427459,57.4779065,55.11725582,54.09880583,54.03695781,54.01223472,53.96790233
GCAM,Paris_plus,Brazil,Emissions|F-Gases,Mt CO2-equiv/yr,9.77963765,10.60032652,40.03403238,40.09003089,46.99613587,54.91901239,65.88290716,80.8847111,98.80798973,114.5643158,125.0053334
GCAM,Paris_plus,Brazil,Emissions|N2O,kt N2O/yr,217.0725532,133.4802965,136.8536097,127.4126971,127.7096054,126.9759396,124.792214,122.5429639,121.0002115,119.7447105,118.2343491
GCAM,Paris_plus,Brazil,Emissions|NOx,Mt NO2/yr,4.809954508,4.428962288,4.562573272,3.911102441,3.742815885,3.529017539,3.222271303,2.971975622,2.809455037,2.672653117,2.534291841
GCAM,Paris_plus,Brazil,Emissions|OC,Mt OC/yr,2.721178108,2.760715611,2.72558561,2.638369945,2.516846928,2.39118625,2.30528531,2.244800278,2.200994774,2.172040993,2.148269438
GCAM,Paris_plus,Brazil,Emissions|Sulfur,Mt SO2/yr,2.212318512,2.12449993,2.600853504,2.103092423,1.935728491,1.759040952,1.547548,1.381111915,1.307948503,1.271955223,1.229537125
GCAM,Paris_plus,Brazil,Land Cover|Cropland,million Ha/yr,65.76542381,76.44992197,79.34075001,74.24737671,87.10994153,97.65566547,102.0238194,103.4273601,105.3764916,106.6969984,108.7928972
GCAM,Paris_plus,Brazil,Land Cover|Forest,million Ha/yr,430.536138,425.8304915,423.4433692,428.7658368,420.7914639,413.7932667,411.8691287,411.8254492,411.3190199,411.3651723,411.2761471
GCAM,Paris_plus,Brazil,Land Cover|Pasture,million Ha/yr,194.9251965,194.2889409,195.8998984,195.2083874,193.8310592,193.139289,191.6941176,190.5599241,189.4252842,188.1085014,186.1245149
GCAM,Paris_plus,Brazil,Price|Carbon,US$2005/tCO2,0,0,0,12.04529236,69.58135636,90.78530727,121.4728691,157.5138273,195.8566255,235.6028836,270.3382364
GCAM,Paris_plus,Brazil,Temperature|Global Mean,degrees C,0.771346,0.853134,1.05007,1.27023,1.518,1.73103,1.89871,2.0196,2.1035,2.15877,2.19793
GCAM,Paris_plus,Canada,GDP|MER,billion US$2005/yr,919.75482,953.1039,1167.20814,1359.30276,1561.056,1800.0444,2070.6072,2381.1762,2738.9964,3165.2646,3701.4774
GCAM,Paris_plus,Canada,Population,million,32.312,33.89,35.928,37.381,38.121,38.42,38.75,39.066,39.517,40.09,40.612
GCAM,Paris_plus,Canada,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0.00215005,0.100007618,1.088765146,1.66648962,1.929518057,2.324779069,2.665690871,2.859542125,3.41416568
GCAM,Paris_plus,Canada,Primary Energy|Biomass|w/o CCS,EJ/yr,0.503391,0.461736,0.49695595,0.677892382,0.772524854,0.70133038,0.604101943,0.326310931,0.156059129,0.107167875,0.08539432
GCAM,Paris_plus,Canada,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0.003520794,0.038808876,0.150792145,0.297095328,0.389407466,0.443246522,0.490301362,0.51277841,0.529991546
GCAM,Paris_plus,Canada,Primary Energy|Coal|w/o CCS,EJ/yr,1.2414,1.02976,1.158999206,0.914834124,0.625586855,0.368275672,0.138665534,0.055548478,0.031494638,0.02070359,0.014085454
GCAM,Paris_plus,Canada,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,0.004628011,0.13057565,0.31408056,0.46470243,0.58630509,0.66378786,0.60022368,0.58102019,0.58875309
GCAM,Paris_plus,Canada,Primary Energy|Gas|w/o CCS,EJ/yr,3.1681,3.35349,3.310821989,2.82715435,2.72617944,2.80820757,2.52440491,2.22466214,2.04131632,1.92865981,2.28764691
GCAM,Paris_plus,Canada,Primary Energy|Geothermal,EJ/yr,0,0,0.00654219,0.01323097,0.013230993,0.013230972,0.013231013,0.01323103,0.013231008,0.013231004,0.013231004
GCAM,Paris_plus,Canada,Primary Energy|Hydro,EJ/yr,1.30916,1.26543,1.34854,1.43175,1.49957,1.55199,1.60441,1.65683,1.70925,1.76168,1.78789
GCAM,Paris_plus,Canada,Primary Energy|Nuclear,EJ/yr,0.331344,0.326372,0.3597351,0.4758836,0.6625666,0.7862499,0.9288169,1.0368125,1.0939821,1.0731863,0.965193
GCAM,Paris_plus,Canada,Primary Energy|Oil|w/ CCS,EJ/yr,0,0,0,0.02070098,0.03576425,0.041043562,0.048911318,0.05709263,0.04617603,0.04576022,0.04084085
GCAM,Paris_plus,Canada,Primary Energy|Oil|w/o CCS,EJ/yr,4.361342,4.0977,4.248958,3.93500902,2.96865675,2.189802438,1.922925682,1.89425237,1.87206997,1.85670578,1.49426015
GCAM,Paris_plus,Canada,Primary Energy|Solar,EJ/yr,6.12E-05,0.000568799,0.00171673,0.020220553,0.066293533,0.125056426,0.194134456,0.234990064,0.272456105,0.317175344,0.394333307
GCAM,Paris_plus,Canada,Primary Energy|Wind,EJ/yr,0.00529559,0.0344051,0.055612353,0.137314856,0.258970515,0.404589131,0.53384798,0.580147815,0.633010144,0.712740723,0.861060939
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,0,0,0.001354159,0.004923533,0.008916743,0.014774319,0.021079258,0.027584139,0.03468047,0.04146135
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.0300024,0.0279072,0.02949682,0.031776582,0.026753837,0.013533613,0.005424465,0.001890838,0.000776953,0.000296261,7.45E-05
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,0,0,0.002593408,0.009198258,0.016629978,0.026661524,0.035864856,0.044865083,0.05305248,0.05838234
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,0.395942,0.316566,0.3633169,0.3154583,0.213804941,0.124627015,0.042385407,0.01218472,0.003325118,0.000838121,0.000143379
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,0,0,0.04828881,0.12219356,0.17904261,0.2339313,0.2710292,0.2300474,0.2158295,0.2188364
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,0.1262951,0.189925001,0.214137313,0.175339954,0.12584169,0.088688247,0.047622287,0.025921905,0.016084552,0.008462907,0.00321303
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Geothermal,EJ/yr,0,0,0.00654219,0.01323097,0.013230993,0.013230972,0.013231013,0.01323103,0.013231008,0.013231004,0.013231004
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Hydro,EJ/yr,1.30916,1.26543,1.34854,1.43175,1.49957,1.55199,1.60441,1.65683,1.70925,1.76168,1.78789
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Nuclear,EJ/yr,0.331344,0.326372,0.3597351,0.4758836,0.6625666,0.7862499,0.9288169,1.0368125,1.0939821,1.0731863,0.965193
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,0.0551952,0.0266292,0.02247626,0.014948146,0.00853201,0.004236016,0.001255501,0.000259365,8.13E-05,3.21E-05,1.02E-05
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Solar,EJ/yr,6.12E-05,0.000568799,0.00171673,0.020220553,0.066293533,0.125056426,0.194134456,0.234990064,0.272456105,0.317175344,0.394333307
GCAM,Paris_plus,Canada,Secondary Energy|Electricity|Wind,EJ/yr,0.00529559,0.0344051,0.055612353,0.137314856,0.258970515,0.404589131,0.53384798,0.580147815,0.633010144,0.712740723,0.861060939
GCAM,Paris_plus,Canada,Final Energy|Electricity,EJ/yr,2.00371327,1.86132165,2.049077553,2.305071255,2.646401557,2.943496839,3.269987956,3.524072564,3.68748822,3.844309976,3.993988104
GCAM,Paris_plus,Canada,Final Energy|Industry,EJ/yr,4.04438484,3.75702728,3.920264297,3.70699106,3.64716763,3.555168066,3.460306081,3.418295476,3.40610627,3.420182528,3.418951237
GCAM,Paris_plus,Canada,Final Energy|Residential and Commercial,EJ/yr,2.6509354,2.4046204,2.5788759,2.55978477,2.55254668,2.52868429,2.48748971,2.442577234,2.402210335,2.354617921,2.295811195
GCAM,Paris_plus,Canada,Final Energy|Transportation,EJ/yr,2.204131726,2.443858866,2.649056403,2.645792875,2.675578702,2.719112953,2.796767285,2.911361496,3.044437142,3.194487447,3.354155447
GCAM,Paris_plus,Canada,Final Energy|Transportation|Electricity,EJ/yr,0.00367337,0.00264148,0.007765924,0.024675045,0.049034177,0.081351943,0.114016735,0.143737016,0.172443832,0.201526156,0.231628783
GCAM,Paris_plus,Canada,Final Energy|Transportation|Freight,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris_plus,Canada,Final Energy|Transportation|Gases,EJ/yr,0.001674302,0.001716204,0.039532351,0.109880969,0.185592485,0.27389974,0.339923279,0.4061169,0.479291061,0.556407811,0.640653444
GCAM,Paris_plus,Canada,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,0.001688916,0.01153962,0.02637445,0.04324148,0.060800581,0.07928275,0.097549889,0.11597813,0.13538957
GCAM,Paris_plus,Canada,Final Energy|Transportation|Liquids,EJ/yr,2.198784054,2.439501182,2.600069212,2.499697241,2.41457759,2.32061979,2.28202669,2.28222483,2.29515236,2.32057535,2.34648365
GCAM,Paris_plus,Canada,Final Energy|Transportation|Passenger,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris_plus,Canada,Emissions|CO2,Mt CO2/yr,459.5882263,731.6310378,404.6497315,303.3680721,315.4393582,205.7212469,122.7937004,83.23731228,60.36406691,40.87131725,73.02794675
GCAM,Paris_plus,Canada,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,127.8228047,123.2528717,123.9758618,92.33986047,80.41076699,70.46489311,56.54304542,46.26289129,39.92337866,33.90673886,27.22039156
GCAM,Paris_plus,Canada,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,86.89396701,66.69588064,68.87023594,58.05474543,50.46968403,43.57965762,34.18935914,26.75522789,22.1039114,17.73082233,13.26240723
GCAM,Paris_plus,Canada,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,167.3604111,180.6745622,194.5777455,190.3257956,187.845747,185.5346987,185.7186596,188.8382806,193.321391,199.0227945,205.2145994
GCAM,Paris_plus,Canada,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,131.0017922,116.603681,129.5164848,106.9595999,65.90139094,32.48647474,0.887086937,-15.09286376,-24.35731057,-30.57702196,-34.45964815
GCAM,Paris_plus,Canada,Emissions|CO2|Land Use,Mt CO2/yr,-102.9874453,194.867525,-137.4346892,-159.2634959,-2.668134858,-13.90874195,-28.46643503,-20.94192993,-11.36422374,-8.75884163,38.27895185
GCAM,Paris_plus,Canada,Emissions|BC,Mt BC/yr,0.081897118,0.087017872,0.063813499,0.054277869,0.049150167,0.046039686,0.044326747,0.043475645,0.043004181,0.042674467,0.042266531
GCAM,Paris_plus,Canada,Emissions|CH4,Mt CH4/yr,5.161786402,6.642184908,6.797386931,6.969294117,5.33740917,5.088658816,5.228740166,5.151793232,5.113010355,6.060804827,8.369281444
GCAM,Paris_plus,Canada,Emissions|CO,Mt CO/yr,8.918643996,33.30698399,30.48132561,29.28022128,28.2048425,27.4389838,27.09570509,26.90604405,26.76699466,26.69726066,26.6203918
GCAM,Paris_plus,Canada,Emissions|F-Gases,Mt CO2-equiv/yr,24.60096952,25.25931141,19.64147143,13.78475456,13.75525682,13.61781913,13.27656457,12.94256296,12.80080759,12.94972135,13.02528036
GCAM,Paris_plus,Canada,Emissions|N2O,kt N2O/yr,61.2319662,109.3204541,105.5799006,80.74568654,77.12366691,74.25282975,72.6741846,71.8995998,71.49007046,71.44312002,71.43458196
GCAM,Paris_plus,Canada,Emissions|NOx,Mt NO2/yr,1.815615465,2.460068451,1.843612034,1.536318449,1.356409291,1.232918139,1.138185927,1.074820751,1.03357701,1.002685402,0.978671285
GCAM,Paris_plus,Canada,Emissions|OC,Mt OC/yr,0.675062266,0.719565976,0.682093531,0.665567894,0.642554154,0.62524224,0.618613505,0.615483448,0.613091726,0.611921879,0.610511349
GCAM,Paris_plus,Canada,Emissions|Sulfur,Mt SO2/yr,2.282974359,2.103993712,1.654503336,1.345217503,1.171098826,1.055310748,0.978316885,0.944229215,0.929486713,0.926872417,0.921656634
GCAM,Paris_plus,Canada,Land Cover|Cropland,million Ha/yr,51.2993392,47.66214542,48.58430352,48.14152997,50.62217576,52.64749838,53.03328217,53.15412632,53.50673823,53.77810933,54.77193268
GCAM,Paris_plus,Canada,Land Cover|Forest,million Ha/yr,566.4158234,567.987667,567.250426,568.1567488,566.1807303,564.5066296,564.3224971,564.3317407,564.0657081,563.8565054,562.9660336
GCAM,Paris_plus,Canada,Land Cover|Pasture,million Ha/yr,14.99961691,14.46898558,14.40337152,14.12019607,13.81213118,13.58193389,13.42740337,13.32152903,13.25257786,13.2009268,13.11212947
GCAM,Paris_plus,Canada,Price|Carbon,US$2005/tCO2,0,0,0,12.04529236,69.58135636,90.78530727,121.4728691,157.5138273,195.8566255,235.6028836,270.3382364
GCAM,Paris_plus,Canada,Temperature|Global Mean,degrees C,0.771346,0.853134,1.05007,1.27023,1.518,1.73103,1.89871,2.0196,2.1035,2.15877,2.19793
GCAM,Paris_plus,China,GDP|MER,billion US$2005/yr,2333.1108,3543.4398,6648.9366,10980.2046,16353.276,22385.808,28966.614,36913.206,47315.232,58892.88,67300.254
GCAM,Paris_plus,China,Population,million,1311.55,1348.17,1410.53,1431.64,1416.58,1372.58,1320.74,1268.21,1220.87,1171.83,1110.67
GCAM,Paris_plus,China,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0,0.35826517,2.11440368,5.55208415,9.78230965,14.88941551,19.59314994,26.01204442,32.73442762
GCAM,Paris_plus,China,Primary Energy|Biomass|w/o CCS,EJ/yr,8.538841,8.669498,6.95715,6.92126483,8.58656632,8.48902585,7.09116535,4.63887949,2.97070506,1.80745458,0.86641938
GCAM,Paris_plus,China,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0,0.83258171,2.95286342,7.79935437,13.34813354,18.63659204,23.87396013,27.599412,29.2259427
GCAM,Paris_plus,China,Primary Energy|Coal|w/o CCS,EJ/yr,49.6801,66.2219,85.8581,90.63501829,76.84663658,58.33764563,39.25276646,24.87640796,14.16033987,8.065088,5.4784573
GCAM,Paris_plus,China,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,0,0.16807461,0.5904297,1.37218839,2.13296158,2.85292179,3.5297013,3.9349462,4.1994886
GCAM,Paris_plus,China,Primary Energy|Gas|w/o CCS,EJ/yr,1.51789,3.64044,6.94203,12.91682539,19.6568703,24.67101161,26.10943842,25.43297821,25.2224987,24.9009538,25.5313114
GCAM,Paris_plus,China,Primary Energy|Geothermal,EJ/yr,0.000413999,0.000583199,0.095139499,0.115798999,0.11579906,0.11579899,0.115799004,0.115798991,0.11579897,0.11579899,0.11579901
GCAM,Paris_plus,China,Primary Energy|Hydro,EJ/yr,1.4296,2.60038,2.68502,2.76966,2.90904,3.10317,3.29729,3.49142,3.68554,3.87966,3.97673
GCAM,Paris_plus,China,Primary Energy|Nuclear,EJ/yr,0.191116,0.265967,0.660988,1.404025,3.419801,7.8463246,12.1720291,15.985672,19.062605,20.916034,20.739697
GCAM,Paris_plus,China,Primary Energy|Oil|w/ CCS,EJ/yr,0,0,0,0.0247901,0.07605961,0.15553298,0.22180304,0.27644752,0.311358,0.2993843,0.2152951
GCAM,Paris_plus,China,Primary Energy|Oil|w/o CCS,EJ/yr,14.4704991,19.282928,25.859362,31.1883499,33.02249039,32.53624702,34.27298696,36.70336248,39.362482,39.5181257,34.4033649
GCAM,Paris_plus,China,Primary Energy|Solar,EJ/yr,0.000274,0.00338849,0.080274919,0.30268929,1.02922956,2.126110171,3.45188669,4.69126273,5.80647827,6.39998331,6.48467303
GCAM,Paris_plus,China,Primary Energy|Wind,EJ/yr,0.00730149,0.160644,0.43633752,1.01969593,2.37038705,5.03016613,7.63912412,9.4484538,10.1296669,10.1320877,9.5560833
GCAM,Paris_plus,China,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,0,0,0.002913922,0.024725777,0.108105904,0.239566659,0.409360175,0.607625822,0.7933626,0.9300736
GCAM,Paris_plus,China,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.00866158,0.0410615,0.0660699,0.13751244,0.24503242,0.24320765,0.169914245,0.10215622,0.052269188,0.021469798,0.006042043
GCAM,Paris_plus,China,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,0,0,0.01362376,0.16281419,0.7782468,1.65559851,2.60997535,3.57845399,4.3376765,4.7509
GCAM,Paris_plus,China,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,7.20575,11.8677,16.19956,18.399751,18.045273,14.775273,10.0810767,5.5918607,2.07498558,0.481593462,0.089622017
GCAM,Paris_plus,China,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,0,0,0.0708181,0.2569248,0.6221666,1.0168675,1.4172516,1.816367,2.056948,2.217648
GCAM,Paris_plus,China,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,0.083543903,0.300361207,0.384624529,0.456398317,0.49151773,0.53038768,0.4888441,0.398709744,0.331506206,0.223427396,0.13548006
GCAM,Paris_plus,China,Secondary Energy|Electricity|Geothermal,EJ/yr,0.000413999,0.000583199,0.095139499,0.115798999,0.11579906,0.11579899,0.115799004,0.115798991,0.11579897,0.11579899,0.11579901
GCAM,Paris_plus,China,Secondary Energy|Electricity|Hydro,EJ/yr,1.4296,2.60038,2.68502,2.76966,2.90904,3.10317,3.29729,3.49142,3.68554,3.87966,3.97673
GCAM,Paris_plus,China,Secondary Energy|Electricity|Nuclear,EJ/yr,0.191116,0.265967,0.660988,1.404025,3.419801,7.8463246,12.1720291,15.985672,19.062605,20.916034,20.739697
GCAM,Paris_plus,China,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris_plus,China,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,0.221325,0.0483861,0.04073823,0.0423367,0.03670192,0.02407209,0.011265185,0.003297568,0.001315246,0.000419593,0.000109791
GCAM,Paris_plus,China,Secondary Energy|Electricity|Solar,EJ/yr,0.000274,0.00338849,0.080274919,0.30268929,1.02922956,2.126110171,3.45188669,4.69126273,5.80647827,6.39998331,6.48467303
GCAM,Paris_plus,China,Secondary Energy|Electricity|Wind,EJ/yr,0.00730149,0.160644,0.43633752,1.01969593,2.37038705,5.03016613,7.63912412,9.4484538,10.1296669,10.1320877,9.5560833
GCAM,Paris_plus,China,Final Energy|Electricity,EJ/yr,7.6860574,13.0187695,17.64322675,21.239679,25.48215069,32.23092476,38.39157441,43.76728494,48.35332197,51.84086313,52.46189579
GCAM,Paris_plus,China,Final Energy|Industry,EJ/yr,34.5107861,45.9982558,58.379762,62.42136578,57.2798122,53.47607875,51.41853146,50.26160646,50.06730658,49.60694284,47.75737341
GCAM,Paris_plus,China,Final Energy|Residential and Commercial,EJ/yr,16.1822211,18.6975093,22.86032801,27.09933421,30.23812642,33.5692965,36.360464,38.59589195,40.2864143,40.25772136,38.03795009
GCAM,Paris_plus,China,Final Energy|Transportation,EJ/yr,5.426682527,7.832288837,11.22416807,15.63816028,19.73785318,23.5280339,27.42528689,31.67407481,36.62278863,40.98163329,42.58849356
GCAM,Paris_plus,China,Final Energy|Transportation|Electricity,EJ/yr,0.072698,0.1434342,0.234352745,0.319164296,0.402425688,0.509062558,0.632709005,0.781315641,0.970731368,1.194344598,1.380116377
GCAM,Paris_plus,China,Final Energy|Transportation|Freight,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris_plus,China,Final Energy|Transportation|Gases,EJ/yr,0.013529122,0.074022248,0.170836232,0.407375412,0.838987429,1.504635852,2.253397623,3.161123301,4.293126382,5.565891354,6.797534254
GCAM,Paris_plus,China,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,0.001091282,0.008233156,0.022000668,0.044877685,0.083053577,0.130531211,0.187440762,0.253747203,0.302412763
GCAM,Paris_plus,China,Final Energy|Transportation|Liquids,EJ/yr,5.172526405,7.483025389,10.81788781,14.90338742,18.47443939,21.4694578,24.45612668,27.60110466,31.17149012,33.96765013,34.10843017
GCAM,Paris_plus,China,Final Energy|Transportation|Passenger,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris_plus,China,Emissions|CO2,Mt CO2/yr,7132.748919,8519.147919,11068.87116,11977.63307,10737.26957,8732.471049,6747.60375,5163.576713,3970.689317,2963.96652,2039.521007
GCAM,Paris_plus,China,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,2903.965183,3716.186679,4377.477064,4252.061521,3172.450428,2312.306849,1783.031181,1415.815476,1170.281684,913.841881,700.1682908
GCAM,Paris_plus,China,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,438.102449,501.3294572,733.3954239,834.0317209,840.7361578,861.8914242,855.0869327,829.4540426,798.8077662,720.3794081,596.024928
GCAM,Paris_plus,China,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,390.9451223,558.0082691,791.6442035,1099.164087,1377.574902,1626.392437,1878.113113,2149.814227,2467.813468,2740.51255,2823.33767
GCAM,Paris_plus,China,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,2285.645163,3399.029644,4433.491168,4861.385995,4590.061161,3593.160669,2313.7685,1123.325991,175.6936866,-314.9439373,-508.2118613
GCAM,Paris_plus,China,Emissions|CO2|Land Use,Mt CO2/yr,661.4899042,-227.0733041,-76.09551,-34.99002826,25.32756932,-47.09101093,-54.34577559,-26.25781441,-12.29425403,-4.326385653,8.58620473
GCAM,Paris_plus,China,Emissions|BC,Mt BC/yr,1.235756344,1.364275034,1.111853293,0.780030374,0.482597793,0.333487149,0.252134633,0.201344841,0.167139722,0.141621077,0.119756244
GCAM,Paris_plus,China,Emissions|CH4,Mt CH4/yr,63.32710068,74.34490834,60.67048822,52.32916504,46.87741536,44.72842908,41.95365997,39.58337478,38.00152545,35.71693338,32.71030826
GCAM,Paris_plus,China,Emissions|CO,Mt CO/yr,90.35710515,113.3032596,101.537135,91.71972771,80.53758748,73.22597068,69.87741685,68.32551739,69.43028584,69.58329088,67.58050724
GCAM,Paris_plus,China,Emissions|F-Gases,Mt CO2-equiv/yr,224.925959,239.1529482,475.2406069,329.5673514,345.272889,377.9252516,403.0363164,420.6162518,428.8158168,423.3102908,399.9071795
GCAM,Paris_plus,China,Emissions|N2O,kt N2O/yr,405.0035511,467.4299601,552.8366222,457.0948436,332.4116014,294.2424301,258.0299341,229.1304833,209.2863232,198.9331811,189.6670594
GCAM,Paris_plus,China,Emissions|NOx,Mt NO2/yr,16.55289901,22.82554414,21.07486386,17.43340545,13.23842224,9.972256772,7.903859955,6.632715649,5.958216058,5.592845281,5.360302844
GCAM,Paris_plus,China,Emissions|OC,Mt OC/yr,2.965595029,3.20707172,2.268596222,1.617370166,1.144711163,0.81166255,0.612679913,0.49792199,0.42906803,0.403626075,0.388326009
GCAM,Paris_plus,China,Emissions|Sulfur,Mt SO2/yr,30.1166522,39.42383229,36.60387498,28.85479402,19.53921597,12.48530151,8.239584986,5.727396322,4.424006274,3.587692311,2.866884579
GCAM,Paris_plus,China,Land Cover|Cropland,million Ha/yr,157.3598006,126.6333796,132.1422479,142.7380788,153.0847147,160.1607026,164.2085309,166.926849,169.4311662,171.8147215,175.1744434
GCAM,Paris_plus,China,Land Cover|Forest,million Ha/yr,159.5208732,174.0625019,172.4512772,168.6235758,164.7302736,161.5213528,160.7142529,160.2495388,159.5259124,158.6704434,157.6113332
GCAM,Paris_plus,China,Land Cover|Pasture,million Ha/yr,399.0037302,391.9966101,389.4695919,384.5875658,379.739981,376.8409557,373.9613711,371.9012606,370.2481445,368.8001427,366.652215
GCAM,Paris_plus,China,Price|Carbon,US$2005/tCO2,0,0,0,12.04529236,69.58135636,90.78530727,121.4728691,157.5138273,195.8566255,235.6028836,270.3382364
GCAM,Paris_plus,China,Temperature|Global Mean,degrees C,0.771346,0.853134,1.05007,1.27023,1.518,1.73103,1.89871,2.0196,2.1035,2.15877,2.19793
GCAM,Paris_plus,Colombia,GDP|MER,billion US$2005/yr,144.05268,174.22224,289.57368,375.39864,496.95456,665.68716,893.47134,1244.85936,1759.776,2412.9576,3129.5088
GCAM,Paris_plus,Colombia,Population,million,42.812,46.173,53.046,59.362,65.013,70.122,74.569,78.559,81.888,84.013,85.129
GCAM,Paris_plus,Colombia,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0,0.457929436,0.946965477,1.304453737,1.605903305,1.98947408,2.376424855,2.642862507,3.172845911
GCAM,Paris_plus,Colombia,Primary Energy|Biomass|w/o CCS,EJ/yr,0.1361706,0.1371752,0.1745999,0.401662264,0.473887323,0.464663663,0.404996495,0.26014542,0.175918945,0.143037413,0.115418359
GCAM,Paris_plus,Colombia,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0,0.020440432,0.047782787,0.087295748,0.15047375,0.236025823,0.347795448,0.465353471,0.58829099
GCAM,Paris_plus,Colombia,Primary Energy|Coal|w/o CCS,EJ/yr,0.116413,0.111557,0.248976,0.139580568,0.113769213,0.094048252,0.07895125,0.063248177,0.051610552,0.045886529,0.03568801
GCAM,Paris_plus,Colombia,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,0,0.068236693,0.2262208,0.41929367,0.640423515,0.91078949,1.14982062,1.386798,1.60694161
GCAM,Paris_plus,Colombia,Primary Energy|Gas|w/o CCS,EJ/yr,0.256138,0.325498,0.662793,0.686080307,0.7804292,0.90439633,0.987596485,1.12263051,1.32651938,1.507102,2.00426839
GCAM,Paris_plus,Colombia,Primary Energy|Geothermal,EJ/yr,0,0,0.00323335,0.00970744,0.02445845,0.039976019,0.05483789,0.05885791,0.05884896,0.05884901,0.05884898
