Model,Scenario,Region,ESP Slug,Unit of entry,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM,Paris,Brazil,Final Energy|Residential and Commercial,EJ/yr,1.219355225,1.363749674,1.659170934,1.865971519,2.149568272,2.487267969,2.898866456,3.499481766,4.292186047,5.042818545,5.578803821
GCAM,Paris,Brazil,Final Energy|Transportation,EJ/yr,2.436527752,3.240994789,3.84171935,4.205787427,4.768489492,5.426358755,6.077065973,6.991978187,8.236208711,9.497480225,10.52726786
GCAM,Paris,Brazil,Final Energy|Transportation|Electricity,EJ/yr,0.00380799,0.00552558,0.024037686,0.048421059,0.082396055,0.132004477,0.1879448,0.255159342,0.334918992,0.417294116,0.494501468
GCAM,Paris,Brazil,Final Energy|Transportation|Freight,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,Brazil,Final Energy|Transportation|Gases,EJ/yr,0.06780453,0.069981,0.154283095,0.316420438,0.588480387,0.993426224,1.333397378,1.74849325,2.276505,2.86921841,3.43938752
GCAM,Paris,Brazil,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,0.001717158,0.012236712,0.030753561,0.054889212,0.082882611,0.121903254,0.171331442,0.22418472,0.27470988
GCAM,Paris,Brazil,Final Energy|Transportation|Liquids,EJ/yr,2.364915232,3.165488209,3.661681411,3.828709218,4.066859489,4.246038842,4.472841184,4.866422341,5.453453277,5.986782979,6.31866899
GCAM,Paris,Brazil,Final Energy|Transportation|Passenger,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,Brazil,Emissions|CO2,Mt CO2/yr,904.7075945,1364.813795,1088.036896,357.58972,961.8708895,744.2593491,513.5839807,350.728692,346.1232486,262.1344269,290.6599066
GCAM,Paris,Brazil,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,131.4869219,157.0652672,192.1006944,132.7550786,142.4201142,147.6832336,146.2585559,140.1807639,141.8108624,133.4565389,119.4181924
GCAM,Paris,Brazil,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,21.42413045,22.2767355,26.42886345,25.47989395,26.7786967,28.05780608,29.507159,30.91540159,33.46252095,32.64964239,29.23056954
GCAM,Paris,Brazil,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,173.9881804,233.0045828,274.9253464,295.8196776,328.4984665,364.1144202,398.9306515,449.8077778,521.0415716,591.4199067,645.61152
GCAM,Paris,Brazil,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,29.0152916,39.0936979,127.9059922,116.289924,97.19057469,81.03842564,33.85488085,-29.30584599,-92.3522956,-137.7520875,-161.0511522
GCAM,Paris,Brazil,Emissions|CO2|Land Use,Mt CO2/yr,547.8375368,939.4265236,433.6531995,-229.2950968,458.2187236,311.3524387,139.7843113,15.20484902,36.29646937,-18.56936963,45.96980447
GCAM,Paris,Brazil,Emissions|BC,Mt BC/yr,0.477593326,0.513298662,0.493768628,0.453533692,0.427383381,0.402092238,0.380091671,0.359303045,0.341774682,0.328285812,0.318669757
GCAM,Paris,Brazil,Emissions|CH4,Mt CH4/yr,23.46430137,21.68205536,22.2613376,22.52052264,23.79690523,24.82013595,24.78511906,24.7770042,24.79742281,24.49123391,23.81961944
GCAM,Paris,Brazil,Emissions|CO,Mt CO/yr,101.8779691,62.48906587,60.16122967,58.00125074,58.51112454,58.14314207,56.28367785,55.60588845,55.70096669,55.68399669,55.66211791
GCAM,Paris,Brazil,Emissions|F-Gases,Mt CO2-equiv/yr,9.77963765,10.60032652,40.03403238,40.09003089,48.81557984,58.10538987,68.20630726,81.2479768,99.10574923,114.7728753,125.1517643
GCAM,Paris,Brazil,Emissions|N2O,kt N2O/yr,217.0725532,133.4802965,136.8536097,127.4126971,128.6221602,129.2376788,128.6813121,128.020832,127.1015804,126.2384634,124.7644033
GCAM,Paris,Brazil,Emissions|NOx,Mt NO2/yr,4.809954508,4.428962288,4.562573272,3.911102441,3.786334289,3.617295479,3.365774385,3.161529103,2.99948287,2.870204042,2.745865337
GCAM,Paris,Brazil,Emissions|OC,Mt OC/yr,2.721178108,2.760715611,2.72558561,2.638369945,2.540143508,2.442144146,2.369390403,2.307972117,2.256870306,2.225614238,2.2000159
GCAM,Paris,Brazil,Emissions|Sulfur,Mt SO2/yr,2.212318512,2.12449993,2.600853504,2.103092423,2.013898665,1.902849102,1.746840103,1.610297378,1.499204603,1.450999718,1.400771437
GCAM,Paris,Brazil,Land Cover|Cropland,million Ha/yr,65.76542381,76.44992197,79.34075001,74.24737671,84.09333812,91.3173717,94.31025525,95.43103491,96.84571819,97.08085651,98.73181962
GCAM,Paris,Brazil,Land Cover|Forest,million Ha/yr,430.536138,425.8304915,423.4433692,428.7658368,421.7878861,416.3543337,414.7650906,414.4717528,413.8379218,414.2114883,414.0532209
GCAM,Paris,Brazil,Land Cover|Pasture,million Ha/yr,194.9251965,194.2889409,195.8998984,195.2083874,195.3201314,195.8148741,195.234851,194.6783347,194.2065244,193.4983232,192.0033982
GCAM,Paris,Brazil,Price|Carbon,US$2005/tCO2,0,0,0,12.04529236,30.44951182,44.12750727,55.19184545,70.18353818,83.66977636,95.88390545,113.7227891
GCAM,Paris,Brazil,Temperature|Global Mean,degrees C,0.771346,0.853134,1.05007,1.26944,1.50647,1.74538,1.97381,2.18859,2.3927,2.58734,2.7823
GCAM,Paris,Canada,GDP|MER,billion US$2005/yr,919.75482,953.1039,1167.20814,1359.30276,1561.056,1800.0444,2070.6072,2381.1762,2738.9964,3165.2646,3701.4774
GCAM,Paris,Canada,Population,million,32.312,33.89,35.928,37.381,38.121,38.42,38.75,39.066,39.517,40.09,40.612
GCAM,Paris,Canada,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0.00215005,0.100007618,0.6224695,0.970896823,1.150205337,1.382955392,1.765802179,2.202910794,3.259273897
GCAM,Paris,Canada,Primary Energy|Biomass|w/o CCS,EJ/yr,0.503391,0.461736,0.49695595,0.677892382,0.8027805,0.839873177,0.828724663,0.755634608,0.695597821,0.676879206,0.673696103
GCAM,Paris,Canada,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0.003520794,0.038808876,0.145780877,0.277180113,0.353740725,0.400011471,0.446734202,0.469539815,0.47747659
GCAM,Paris,Canada,Primary Energy|Coal|w/o CCS,EJ/yr,1.2414,1.02976,1.158999206,0.914834124,0.784327123,0.638174887,0.458309275,0.279784529,0.166836798,0.111978185,0.06538941
GCAM,Paris,Canada,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,0.004628011,0.13057565,0.25068056,0.34678439,0.42345558,0.47056192,0.40873649,0.40447862,0.41770598
GCAM,Paris,Canada,Primary Energy|Gas|w/o CCS,EJ/yr,3.1681,3.35349,3.310821989,2.82715435,3.06472944,3.27916561,3.05322442,2.77104808,2.62135351,2.59289138,3.08563402
GCAM,Paris,Canada,Primary Energy|Geothermal,EJ/yr,0,0,0.00654219,0.01323097,0.01323101,0.013231007,0.013230998,0.013230992,0.013231029,0.013231006,0.01323101
GCAM,Paris,Canada,Primary Energy|Hydro,EJ/yr,1.30916,1.26543,1.34854,1.43175,1.49957,1.55199,1.60441,1.65683,1.70925,1.76168,1.78789
GCAM,Paris,Canada,Primary Energy|Nuclear,EJ/yr,0.331344,0.326372,0.3597351,0.4758836,0.5796428,0.6565764,0.7739245,0.8665718,0.9094161,0.8749682,0.8232611
GCAM,Paris,Canada,Primary Energy|Oil|w/ CCS,EJ/yr,0,0,0,0.02070098,0.025905752,0.031251743,0.038699842,0.04290229,0.03803049,0.04109308,0.04904945
GCAM,Paris,Canada,Primary Energy|Oil|w/o CCS,EJ/yr,4.361342,4.0977,4.248958,3.93500902,3.186992248,2.536687257,2.315434158,2.29789471,2.26496251,2.16484692,1.748970556
GCAM,Paris,Canada,Primary Energy|Solar,EJ/yr,6.12E-05,0.000568799,0.00171673,0.020220553,0.051820441,0.095150789,0.149031555,0.192281098,0.230776396,0.273977557,0.328270536
GCAM,Paris,Canada,Primary Energy|Wind,EJ/yr,0.00529559,0.0344051,0.055612353,0.137314856,0.211692625,0.31985264,0.423751562,0.495917501,0.557770271,0.631096756,0.733368118
GCAM,Paris,Canada,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,0,0,0.001354159,0.003260078,0.005469184,0.009426313,0.014097661,0.019075156,0.024943965,0.03170065
GCAM,Paris,Canada,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.0300024,0.0279072,0.02949682,0.031776582,0.029443493,0.023708362,0.019615509,0.014478121,0.011494562,0.008903027,0.00524012
GCAM,Paris,Canada,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,0,0,0.002593408,0.00592483,0.009606424,0.015940164,0.022852763,0.029904308,0.03679333,0.0436605
GCAM,Paris,Canada,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,0.395942,0.316566,0.3633169,0.3154583,0.26340667,0.206533871,0.146728051,0.091716472,0.045426437,0.025591288,0.009835308
GCAM,Paris,Canada,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,0,0,0.04828881,0.09550313,0.1324217,0.17028554,0.1947573,0.1563456,0.1499705,0.1543447
GCAM,Paris,Canada,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,0.1262951,0.189925001,0.214137313,0.175339954,0.145860507,0.120468887,0.082868617,0.061345761,0.055414585,0.046367159,0.030913694
GCAM,Paris,Canada,Secondary Energy|Electricity|Geothermal,EJ/yr,0,0,0.00654219,0.01323097,0.01323101,0.013231007,0.013230998,0.013230992,0.013231029,0.013231006,0.01323101
GCAM,Paris,Canada,Secondary Energy|Electricity|Hydro,EJ/yr,1.30916,1.26543,1.34854,1.43175,1.49957,1.55199,1.60441,1.65683,1.70925,1.76168,1.78789
GCAM,Paris,Canada,Secondary Energy|Electricity|Nuclear,EJ/yr,0.331344,0.326372,0.3597351,0.4758836,0.5796428,0.6565764,0.7739245,0.8665718,0.9094161,0.8749682,0.8232611
GCAM,Paris,Canada,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,Canada,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,0.0551952,0.0266292,0.02247626,0.014948146,0.010216174,0.006555666,0.002522897,0.000680906,0.000376932,0.000243651,0.000156538
GCAM,Paris,Canada,Secondary Energy|Electricity|Solar,EJ/yr,6.12E-05,0.000568799,0.00171673,0.020220553,0.051820441,0.095150789,0.149031555,0.192281098,0.230776396,0.273977557,0.328270536
GCAM,Paris,Canada,Secondary Energy|Electricity|Wind,EJ/yr,0.00529559,0.0344051,0.055612353,0.137314856,0.211692625,0.31985264,0.423751562,0.495917501,0.557770271,0.631096756,0.733368118
GCAM,Paris,Canada,Final Energy|Electricity,EJ/yr,2.00371327,1.86132165,2.049077553,2.305071255,2.535794649,2.757654182,3.021133633,3.235895723,3.360814951,3.486839908,3.629205322
GCAM,Paris,Canada,Final Energy|Industry,EJ/yr,4.04438484,3.75702728,3.920264297,3.70699106,3.74477887,3.70980059,3.62697477,3.576623746,3.58485399,3.605513929,3.630800685
GCAM,Paris,Canada,Final Energy|Residential and Commercial,EJ/yr,2.6509354,2.4046204,2.578875872,2.559784734,2.594726473,2.582559922,2.540389017,2.489780935,2.446033444,2.394275032,2.329886592
GCAM,Paris,Canada,Final Energy|Transportation,EJ/yr,2.204131726,2.443858866,2.649056403,2.645792875,2.694569264,2.758512643,2.853660361,2.982830113,3.142051954,3.318138668,3.526828612
GCAM,Paris,Canada,Final Energy|Transportation|Electricity,EJ/yr,0.00367337,0.00264148,0.007765924,0.024675045,0.048451699,0.078548842,0.108289803,0.135181097,0.160095835,0.184530556,0.208298317
GCAM,Paris,Canada,Final Energy|Transportation|Freight,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,Canada,Final Energy|Transportation|Gases,EJ/yr,0.001674302,0.001716204,0.039532351,0.109880969,0.187101195,0.272645714,0.336518432,0.403414013,0.473592056,0.545968574,0.616135445
GCAM,Paris,Canada,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,0.001688916,0.01153962,0.02591797,0.041655947,0.057725366,0.074410933,0.090669873,0.106926578,0.12341726
GCAM,Paris,Canada,Final Energy|Transportation|Liquids,EJ/yr,2.198784054,2.439501182,2.600069212,2.499697241,2.4330984,2.36566214,2.35112676,2.36982407,2.41769419,2.48071296,2.57897759
GCAM,Paris,Canada,Final Energy|Transportation|Passenger,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,Canada,Emissions|CO2,Mt CO2/yr,459.5882263,731.6310378,404.6497315,303.3680721,353.652168,306.4135584,245.1668463,213.6013051,184.5590236,154.783468,137.248626
GCAM,Paris,Canada,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,127.8228047,123.2528717,123.9758618,92.33986047,89.33140913,83.76274188,71.52309549,61.83320403,57.51670551,52.29142409,46.56570094
GCAM,Paris,Canada,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,86.89396701,66.69588064,68.87023594,58.05474543,54.95741581,50.10019612,41.85195073,34.79927636,30.85521114,26.8047683,22.31132436
GCAM,Paris,Canada,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,167.3604111,180.6745622,194.5777455,190.3257956,189.5687278,189.023726,190.7253719,195.0548076,201.8267422,209.8909597,220.273451
GCAM,Paris,Canada,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,131.0017922,116.603681,129.5164848,106.9595999,84.67389249,62.01821542,36.27646804,14.58991703,-2.620119099,-12.66684237,-24.26241311
GCAM,Paris,Canada,Emissions|CO2|Land Use,Mt CO2/yr,-102.9874453,194.867525,-137.4346892,-159.2634959,-35.69584778,-22.59190917,-32.17681816,-20.12759826,-12.46191361,-12.0685961,-5.738601062
GCAM,Paris,Canada,Emissions|BC,Mt BC/yr,0.081897118,0.087017872,0.063813499,0.054277869,0.049818848,0.047251288,0.045735029,0.044909243,0.044675028,0.044527939,0.044514831
GCAM,Paris,Canada,Emissions|CH4,Mt CH4/yr,5.161786402,6.642184908,6.797386931,6.969294117,5.546489108,5.458879931,5.730333511,5.678034915,5.592441007,10.14321126,7.242776621
GCAM,Paris,Canada,Emissions|CO,Mt CO/yr,8.918643996,33.30698399,30.48132561,29.28022128,28.37870062,27.75679024,27.48499881,27.32228652,27.22271115,27.22137798,27.14548436
GCAM,Paris,Canada,Emissions|F-Gases,Mt CO2-equiv/yr,24.60096952,25.25931141,19.64147143,13.78475456,14.1580581,14.25795667,14.08293408,13.9225909,13.98650754,13.95813339,13.7436645
GCAM,Paris,Canada,Emissions|N2O,kt N2O/yr,61.2319662,109.3204541,105.5799006,80.74568654,78.25429003,76.2553191,75.11133073,74.34370367,73.99684434,74.21490775,74.21220686
GCAM,Paris,Canada,Emissions|NOx,Mt NO2/yr,1.815615465,2.460068451,1.843612034,1.536318449,1.394916112,1.296613351,1.221113101,1.167470114,1.131503904,1.107042742,1.073496101
GCAM,Paris,Canada,Emissions|OC,Mt OC/yr,0.675062266,0.719565976,0.682093531,0.665567894,0.646907072,0.632966682,0.62756819,0.624512313,0.622639592,0.622216809,0.621488649
GCAM,Paris,Canada,Emissions|Sulfur,Mt SO2/yr,2.282974359,2.103993712,1.654503336,1.345217503,1.227412349,1.136579052,1.065199237,1.02214897,1.005663844,1.002287724,1.001439359
GCAM,Paris,Canada,Land Cover|Cropland,million Ha/yr,51.2993392,47.66214542,48.58430352,48.14152997,50.1681725,51.57444494,51.67540361,51.74005488,51.99175736,52.0746477,52.34306167
GCAM,Paris,Canada,Land Cover|Forest,million Ha/yr,566.4158234,567.987667,567.250426,568.1567488,566.456556,565.3032088,565.348356,565.3850297,565.1795792,565.1196148,564.9115257
GCAM,Paris,Canada,Land Cover|Pasture,million Ha/yr,14.99961691,14.46898558,14.40337152,14.12019607,13.93846331,13.78588509,13.68126752,13.60555778,13.57485107,13.55937841,13.51296347
GCAM,Paris,Canada,Price|Carbon,US$2005/tCO2,0,0,0,12.04529236,30.44951182,44.12750727,55.19184545,70.18353818,83.66977636,95.88390545,113.7227891
GCAM,Paris,Canada,Temperature|Global Mean,degrees C,0.771346,0.853134,1.05007,1.26944,1.50647,1.74538,1.97381,2.18859,2.3927,2.58734,2.7823
GCAM,Paris,China,GDP|MER,billion US$2005/yr,2333.1108,3543.4398,6648.9366,10980.2046,16353.276,22385.808,28966.614,36913.206,47315.232,58892.88,67300.254
GCAM,Paris,China,Population,million,1311.55,1348.17,1410.53,1431.64,1416.58,1372.58,1320.74,1268.21,1220.87,1171.83,1110.67
GCAM,Paris,China,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0,0.35826517,1.66261043,4.28947626,9.30390354,17.38058407,24.09356659,29.09890244,33.7554699
GCAM,Paris,China,Primary Energy|Biomass|w/o CCS,EJ/yr,8.538841,8.669498,6.95715,6.92126483,8.26531957,9.90641374,11.80602346,12.89378093,12.29791541,10.78285556,7.4006361
GCAM,Paris,China,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,0,0.83258171,2.50589725,5.17524,8.56424107,11.79427965,15.40289962,18.8332951,21.5178124
GCAM,Paris,China,Primary Energy|Coal|w/o CCS,EJ/yr,49.6801,66.2219,85.8581,90.63501829,85.02220275,72.82136,59.45155893,49.04132035,38.70730038,28.2638049,17.9066876
GCAM,Paris,China,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,0,0.16807461,0.4632206,0.88629265,1.31149175,1.63696155,1.87137805,2.14804179,2.5458386
GCAM,Paris,China,Primary Energy|Gas|w/o CCS,EJ/yr,1.51789,3.64044,6.94203,12.91682539,19.7275794,24.65160735,24.49520825,22.76703845,23.07972195,24.86285821,28.4697614
GCAM,Paris,China,Primary Energy|Geothermal,EJ/yr,0.000413999,0.000583199,0.095139499,0.115798999,0.1157989,0.11579906,0.115798965,0.11579902,0.11588268,0.11579897,0.115799
GCAM,Paris,China,Primary Energy|Hydro,EJ/yr,1.4296,2.60038,2.68502,2.76966,2.90904,3.10317,3.29729,3.49142,3.68554,3.87966,3.97673
GCAM,Paris,China,Primary Energy|Nuclear,EJ/yr,0.191116,0.265967,0.660988,1.404025,3.003557,5.8393016,9.1038341,11.904208,14.301821,16.123756,16.67999
GCAM,Paris,China,Primary Energy|Oil|w/ CCS,EJ/yr,0,0,0,0.0247901,0.05804607,0.10482366,0.15415691,0.1919201,0.2109782,0.2138049,0.2011867
GCAM,Paris,China,Primary Energy|Oil|w/o CCS,EJ/yr,14.4704991,19.282928,25.859362,31.1883499,33.45187393,33.74537634,34.73048309,36.2173299,38.9667218,40.4665951,37.93151344
GCAM,Paris,China,Primary Energy|Solar,EJ/yr,0.000274,0.00338849,0.080274919,0.30268929,0.89368485,1.734135131,2.81434004,3.74593658,4.73828875,5.51351746,5.97731214
GCAM,Paris,China,Primary Energy|Wind,EJ/yr,0.00730149,0.160644,0.43633752,1.01969593,2.08839288,3.80201226,5.77578025,7.132573,8.1665585,8.8242991,9.3314556
GCAM,Paris,China,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,0,0,0.002913922,0.015680807,0.055256709,0.142234787,0.259206703,0.400347765,0.55866972,0.7157033
GCAM,Paris,China,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.00866158,0.0410615,0.0660699,0.13751244,0.25937454,0.35998119,0.41358959,0.41156291,0.39947304,0.36096115,0.25215516
GCAM,Paris,China,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,0,0,0.01362376,0.08225956,0.31960278,0.81379757,1.39224883,2.02749685,2.6680849,3.2119882
GCAM,Paris,China,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,7.20575,11.8677,16.19956,18.399751,19.047953,17.958351,15.819561,13.4896247,9.4608289,5.9387323,2.7253282
GCAM,Paris,China,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,0,0,0.0708181,0.2039185,0.3877359,0.5940721,0.7640907,0.9047948,1.0723622,1.3238244
GCAM,Paris,China,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,0.083543903,0.300361207,0.384624529,0.456398317,0.512329435,0.56259184,0.53097849,0.468367803,0.480198142,0.479719979,0.462637954
GCAM,Paris,China,Secondary Energy|Electricity|Geothermal,EJ/yr,0.000413999,0.000583199,0.095139499,0.115798999,0.1157989,0.11579906,0.115798965,0.11579902,0.11588268,0.11579897,0.115799
GCAM,Paris,China,Secondary Energy|Electricity|Hydro,EJ/yr,1.4296,2.60038,2.68502,2.76966,2.90904,3.10317,3.29729,3.49142,3.68554,3.87966,3.97673
GCAM,Paris,China,Secondary Energy|Electricity|Nuclear,EJ/yr,0.191116,0.265967,0.660988,1.404025,3.003557,5.8393016,9.1038341,11.904208,14.301821,16.123756,16.67999
GCAM,Paris,China,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,China,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,0.221325,0.0483861,0.04073823,0.0423367,0.03789321,0.029287378,0.015787621,0.00580074,0.003316164,0.001884801,0.00111642
GCAM,Paris,China,Secondary Energy|Electricity|Solar,EJ/yr,0.000274,0.00338849,0.080274919,0.30268929,0.89368485,1.734135131,2.81434004,3.74593658,4.73828875,5.51351746,5.97731214
GCAM,Paris,China,Secondary Energy|Electricity|Wind,EJ/yr,0.00730149,0.160644,0.43633752,1.01969593,2.08839288,3.80201226,5.77578025,7.132573,8.1665585,8.8242991,9.3314556
GCAM,Paris,China,Final Energy|Electricity,EJ/yr,7.6860574,13.0187695,17.64322675,21.239679,25.34401071,30.40501874,36.03959233,40.6504871,43.37915528,45.57521205,46.20875328
GCAM,Paris,China,Final Energy|Industry,EJ/yr,34.5107861,45.9982558,58.379762,62.42136578,61.17422512,57.70455625,54.81880683,53.94684798,55.17374536,54.99612867,52.85771981
GCAM,Paris,China,Final Energy|Residential and Commercial,EJ/yr,16.1822211,18.6975093,22.86032801,27.09933421,31.10868763,34.43891965,37.07197758,39.48374756,41.59853347,41.75274392,39.53954055
GCAM,Paris,China,Final Energy|Transportation,EJ/yr,5.426682527,7.832288837,11.22416807,15.63816028,20.10563377,24.1181843,28.1597932,32.79701938,38.46418353,43.52451753,45.99856096
GCAM,Paris,China,Final Energy|Transportation|Electricity,EJ/yr,0.072698,0.1434342,0.234352745,0.319164296,0.404756108,0.499219244,0.616380328,0.756743102,0.928332379,1.125669248,1.283735084
GCAM,Paris,China,Final Energy|Transportation|Freight,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,China,Final Energy|Transportation|Gases,EJ/yr,0.013529122,0.074022248,0.170836232,0.407375412,0.826871186,1.445288046,2.102950445,2.863447403,3.828620444,4.981627043,6.114361275
GCAM,Paris,China,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,0.001091282,0.008233156,0.021958269,0.043089368,0.079144186,0.123532585,0.172997528,0.226238644,0.263056698
GCAM,Paris,China,Final Energy|Transportation|Liquids,EJ/yr,5.172526405,7.483025389,10.81788781,14.90338742,18.85204821,22.13058764,25.36131824,29.05329629,33.53423318,37.19098259,38.3374079
GCAM,Paris,China,Final Energy|Transportation|Passenger,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,China,Emissions|CO2,Mt CO2/yr,7132.748919,8519.147919,11068.87116,11977.63307,11562.38957,10363.84108,8752.312012,7317.951418,6132.546378,4989.397047,3741.615594
GCAM,Paris,China,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,2903.965183,3716.186679,4377.477064,4252.061521,3668.209798,2896.082124,2259.332764,1920.397016,1882.704561,1701.262739,1418.742051
GCAM,Paris,China,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,438.102449,501.3294572,733.3954239,834.0317209,901.3897097,931.7223344,905.6125786,897.7396938,932.3152692,901.6045991,822.173172
GCAM,Paris,China,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,390.9451223,558.0082691,791.6442035,1099.164087,1403.794835,1666.514777,1920.48439,2212.668551,2583.787359,2914.485781,3087.906854
GCAM,Paris,China,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,2285.645163,3399.029644,4433.491168,4861.385995,4827.830825,4364.02373,3670.45268,2955.710312,1844.11721,912.9308771,92.08452583
GCAM,Paris,China,Emissions|CO2|Land Use,Mt CO2/yr,661.4899042,-227.0733041,-76.09551,-34.99002826,-114.6626503,-68.9848353,-58.74100606,-10.50360518,1.531415857,8.637015926,26.69410092
GCAM,Paris,China,Emissions|BC,Mt BC/yr,1.235756344,1.364275034,1.111853293,0.780030374,0.530683839,0.381401487,0.292503982,0.239318617,0.207373842,0.181209416,0.157599532
GCAM,Paris,China,Emissions|CH4,Mt CH4/yr,63.32710068,74.34490834,60.67048822,52.32916504,49.6977903,49.00167892,47.0049536,45.12892638,44.19520733,41.36823486,39.04569442
GCAM,Paris,China,Emissions|CO,Mt CO/yr,90.35710515,113.3032596,101.537135,91.71972771,83.49737013,76.78248761,72.94919433,71.44293387,73.16638209,72.10011666,71.09604184
GCAM,Paris,China,Emissions|F-Gases,Mt CO2-equiv/yr,224.925959,239.1529482,475.2406069,329.5673514,356.6392404,395.5624971,411.5511994,420.2713945,427.669753,421.2354551,397.7453704
GCAM,Paris,China,Emissions|N2O,kt N2O/yr,405.0035511,467.4299601,552.8366222,457.0948436,346.8280462,319.7200916,294.0810666,274.1727451,252.1312617,232.7729123,212.1472328
GCAM,Paris,China,Emissions|NOx,Mt NO2/yr,16.55289901,22.82554414,21.07486386,17.43340545,13.94855436,11.09518841,9.12255153,7.879193838,7.126796086,6.588074548,6.154103393
GCAM,Paris,China,Emissions|OC,Mt OC/yr,2.965595029,3.20707172,2.268596222,1.617370166,1.191927917,0.910732845,0.726862898,0.599203827,0.515434756,0.47331379,0.438932447
GCAM,Paris,China,Emissions|Sulfur,Mt SO2/yr,30.1166522,39.42383229,36.60387498,28.85479402,21.23371196,15.02361904,10.92861776,8.421223606,6.815802963,5.365941062,4.301192061
GCAM,Paris,China,Land Cover|Cropland,million Ha/yr,157.3598006,126.6333796,132.1422479,142.7380788,148.7433168,153.0852093,156.0440791,158.6996411,161.052016,163.2111576,166.4597836
GCAM,Paris,China,Land Cover|Forest,million Ha/yr,159.5208732,174.0625019,172.4512772,168.6235758,166.6287135,164.9084998,164.5642164,163.9375398,163.0279777,162.0541664,160.5990215
GCAM,Paris,China,Land Cover|Pasture,million Ha/yr,399.0037302,391.9966101,389.4695919,384.5875658,381.756206,379.9522595,377.6328845,375.7916735,374.4542861,373.3175066,371.6318213
GCAM,Paris,China,Price|Carbon,US$2005/tCO2,0,0,0,12.04529236,30.44951182,44.12750727,55.19184545,70.18353818,83.66977636,95.88390545,113.7227891
GCAM,Paris,China,Temperature|Global Mean,degrees C,0.771346,0.853134,1.05007,1.26944,1.50647,1.74538,1.97381,2.18859,2.3927,2.58734,2.7823
GCAM,Paris,Colombia,GDP|MER,billion US$2005/yr,144.05268,174.22224,289.57368,375.39864,496.95456,665.68716,893.47134,1244.85936,1759.776,2412.9576,3129.5088
GCAM,Paris,Colombia,Population,million,42.812,46.173,53.046,59.362,65.013,70.122,74.569,78.559,81.888,84.013,85.129
GCAM,Paris,Colombia,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,0,0.457929436,0.987160617,1.419669787,1.813841762,2.27888241,2.79050259,3.318713165,4.17768425
