# ./data/final-template//L101_FinalTemplate.csv,,,,,,,,,,,,,,,
# Written by L101_compile_template.R,,,,,,,,,,,,,,,
# Mon Sep 12 10:00:56 2016,,,,,,,,,,,,,,,
"# "" GCAM Data for Import into the IIASA Database """,,,,,,,,,,,,,,,
"# "" Various """,,,,,,,,,,,,,,,
model,scenario,region,Variable,Unit,X2005,X2010,X2020,X2030,X2040,X2050,X2060,X2070,X2080,X2090,X2100
GCAM,Paris,Africa_Eastern,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,2.95E-05,0.000234486,0.000727509,0.001887203,0.004974611,0.011368052,0.023108784,0.041636597,0.067194328
GCAM,Paris,Africa_Eastern,Final Energy|Transportation|Liquids,EJ/yr,0.294335236,0.413631294,0.630827508,0.790647954,0.980840841,1.25872937,1.748408424,2.471610395,3.447647062,4.615089515,5.838150267
GCAM,Paris,Africa_Eastern,Final Energy|Transportation|Passenger,EJ/yr,0,0,0,0,0,0,0,0,0,0,0
GCAM,Paris,Africa_Eastern,Secondary Energy|Solids,EJ/yr,0.83403463,0.96478375,1.6543527,2.2126316,2.77819,3.1971416,3.765675,4.2140564,4.3890405,4.2287093,3.7099665
GCAM,Paris,Africa_Eastern,Emissions|CO2,Mt CO2/yr,355.2712649,223.2126823,46.87997505,98.54750348,222.0684109,277.3294356,248.3429716,322.470774,398.7088667,474.3524541,544.8268288
GCAM,Paris,Africa_Eastern,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,0,3.372404127,8.634685041,18.69611439,35.63087256,58.19746273,82.32259578,104.1519565,122.667879
GCAM,Paris,Africa_Eastern,Emissions|CO2|Carbon Capture and Storage|Biomass,Mt CO2/yr,0,0,0,0.232894237,1.20581186,4.129101313,10.63525745,21.39024056,34.94710237,49.1547067,62.6547944
GCAM,Paris,Africa_Eastern,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,41.43938725,57.38729344,116.6627324,149.0917186,175.5074493,212.8607767,268.4469704,339.8191841,416.3425451,488.535395,553.4968875
GCAM,Paris,Africa_Eastern,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,33.64085157,46.74043998,80.79410848,105.1331465,134.188177,182.5922074,260.2099617,358.9840199,475.7614492,598.8378087,713.217791
GCAM,Paris,Africa_Eastern,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,7.670144295,11.62041036,24.232471,31.89224825,40.90213145,58.2881816,84.54427293,111.646146,136.1443842,152.8438031,157.5183597
GCAM,Paris,Africa_Eastern,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,4.817811339,5.393744239,10.49590223,14.15385033,17.80745035,24.25212758,33.77252546,44.16862457,54.15011162,61.149737,63.45853349
GCAM,Paris,Africa_Eastern,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,21.15289594,29.72628538,46.06573525,59.08704795,75.47859517,100.0518982,141.8931633,203.1692493,285.4669534,384.8442686,492.2408979
GCAM,Paris,Africa_Eastern,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,7.798535675,10.64685346,35.86906391,43.95875541,41.31927233,30.26856936,8.237008707,-19.16472558,-59.41890366,-110.3022667,-159.7207872
GCAM,Paris,Africa_Eastern,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,6.410896309,8.299084592,25.92383295,29.94402519,31.50338771,33.99869979,30.6937008,27.46535238,21.23717727,14.97571714,7.452382681
GCAM,Paris,Africa_Eastern,Emissions|CO2|Land Use,Mt CO2/yr,313.8318776,165.8253888,-69.78275733,-50.54421511,46.56096159,64.46865883,-20.10399875,-17.34841015,-17.63367849,-14.18294097,-8.670058705
GCAM,Paris,Africa_Eastern,Emissions|BC,Mt BC/yr,0.349570281,0.388386528,0.402286958,0.408041279,0.40719922,0.399529205,0.382135809,0.360936116,0.341475691,0.322648204,0.303174513
GCAM,Paris,Africa_Eastern,Emissions|CH4,Mt CH4/yr,9.994626156,10.16462749,12.27163924,13.65190928,15.14406153,16.37061222,16.95168488,17.1756488,17.16497334,16.94134263,16.49080716
GCAM,Paris,Africa_Eastern,Emissions|CO,Mt CO/yr,54.61211077,35.3288813,35.71604632,36.52910709,36.54884695,35.54386148,33.33166427,30.72317046,28.39372698,26.57393539,25.08386331
GCAM,Paris,Africa_Eastern,Emissions|F-Gases,Mt CO2-equiv/yr,0.090664016,0.130392404,3.558592333,5.98318834,7.74249276,11.57025981,17.67699996,26.65931083,38.62588843,53.3859863,71.00166055
GCAM,Paris,Africa_Eastern,Emissions|N2O,kt N2O/yr,208.8886923,138.7052487,214.5233083,121.5443317,118.7849823,138.71877,165.8333122,197.2422842,227.0602273,249.1081534,261.0206335
GCAM,Paris,Africa_Eastern,Emissions|NOx,Mt NO2/yr,1.920807642,1.192214044,1.531055419,1.640534345,1.72394415,1.842072232,1.958382277,2.085112969,2.153519115,2.159133983,2.083783957
GCAM,Paris,Africa_Eastern,Emissions|OC,Mt OC/yr,2.028112066,2.16926471,2.195768409,2.194629105,2.166616233,2.091076021,1.961128967,1.812557542,1.681772972,1.576953795,1.49342756
GCAM,Paris,Africa_Eastern,Emissions|Sulfur,Mt SO2/yr,0.530317505,0.51644417,0.833447634,0.926098046,0.981567916,1.083517795,1.16596104,1.259005783,1.287588025,1.250549761,1.147984991
GCAM,Paris,Africa_Eastern,Land Cover,million Ha/yr,575.8975825,575.8973452,575.8973293,575.8972573,575.8973154,575.8972931,575.8973216,575.897276,575.8973087,575.8972923,575.8973021
